Month,Year,Comments
12,2022,More tables at pasta dinner.
12,2022,10k turn was not clear.
12,2022,"Beautiful people and great time, my husband and I will be back."
12,2022,Need hand sanitizer please.
1,2023,Had a good time.
1,2023,Customer service and suggestions would improve experience.
1,2023,Everyone was amazing and nice.
1,2023,Everyone was friendly. Enjoyed the people and the island.
1,2023,Everything was amazing. Commute takes a while with traffic. Interstate system for faster travel.
1,2023,Very beautiful place and people were amazing.
1,2023,"The top Jamaican brands should have a factory tour experience like Wray and Nephew, Red Stripe etc."
1,2023,New passport kiosks made entry into Jamaica very easy compared to 2019.
1,2023,"Compared to 2019, it was so nice and easy to enter Jamaica or customs with the kiosks. Great job! We love Jamaica."
1,2023,"Allergy awareness would be nice, also kind of annoying I need my husband's permission to buy here."
1,2023,"Awesome trip, friendly people."
1,2023,A great place to visit. Fantastic island and its people so welcoming.
1,2023,No need to know household income.
1,2023,I trust no one unwarranted. Stop by police wanting money for no ticket don't trust them.
1,2023,Would like to see island without worry of confrontation.
1,2023,Airport arrival was chaos.
1,2023,Train staff on attitudes some down right nasty.
1,2023,Need a smoking area at the terminal.
1,2023,We love Jamaica baad!
1,2023,I felt like the minute they found out I was from the USA they overcharged me.
1,2023,Jamaica need cell phone towers for a wild range of carriers - none of our phones worked and we lost days because of it!
1,2023,Jamaica nice.
1,2023,"The entry process, specifically immigration? Baggage is chaotic and not well managed."
1,2023,Kiosks were helpful to get through easier and quicker.
1,2023,Awesome trip looking forward to coming back.
1,2023,Airport staff are not nice.
1,2023,Pick up more trash.
1,2023,What is a Jamaican minute?
1,2023,Local attractions more clearly explained and known about.
1,2023,Lady at Annie's Pretzel very rude.
1,2023,We loved our trip and will be back.
1,2023,"Restrict smoking (pot, cigarettes and cigars in public area)."
1,2023,Restict smoking in public areas at motels.
1,2023,Networking or power lines internet connection was not very sufficient.
1,2023,Most people were wonderful. Clean up the trash.
1,2023,"Customer service at airport, shuttle service and hotel was excellent. Everyone was friendly, helpful and seemed happy!"
1,2023,All of the people who we encountered were very nice. We will return because if this!
1,2023,"Very friendly, felt safe - beautiful country. Love Jamaica!"
1,2023,The local people were great. The food was terrible.
1,2023,Have fun.
1,2023,Coming into immigration was hell. Need more signs.
1,2023,Customs was rough. Fix fans.
1,2023,Customs was slow and hot. Please fix.
1,2023,Awesome place.
1,2023,All good.
1,2023,Reduce crime and scams.
1,2023,Hotel too far away. Hotel does not train in customer appreciation.
1,2023,My Wi-Fi at hotel was poor.
1,2023,Improve airport experience.
1,2023,More tables at the airport.
1,2023,"Coffee too expensive, should sell cheaper. Costco coffee same and cheaper, here local why so expensive."
1,2023,Airport very expensive. water bottle $6 - stealing.
1,2023,More organization at the airport.
1,2023,Everyone is so friendly and helpful.
1,2023,Love the friendliness.
1,2023,"Fantastic vacation, all people very friendly - clean accommodations."
1,2023,"Customs on way into Jamaica was chaotic, long, confusing and difficult to navigate."
1,2023,Customs on way in was very confusing people everywhere no perfection.
2,2023,nuh dutty up jamaica
2,2023,love this place
2,2023,thank you for a good time
2,2023,need a 1 page survey. this is too long
2,2023,survey too long
2,2023,jamaica was amazing
2,2023,MORE FREE BEACHES AND FAIR PRICES ON AS TOURIST SO THEY CAN COME BACK
2,2023,DELTA VACATIONS NEED BETTER RESORT SERVICE
2,2023,CLEAN FROM TRASH MORE
2,2023,VERY FRIENDLY
2,2023,ENJOYED MY TRIP ALOT
2,2023,LINES ARE TOO LONG FOR IMMIGRATION. SYSTEM/ PROCESS IS NOT EFFICIENT
2,2023,COVID IN 2023 WAS NOT A ISSUE
2,2023,i would have paid more money to have excusions with less people and more personalized
2,2023,great vacation! beautiful island! friendly people
2,2023,feel bad for how the locals live
2,2023,need better roads
2,2023,The kingston airport arrivals could use some improvements
2,2023,"transportation is very expensive, chaeper options would make it easier to visit more attractions"
2,2023,enjoyed very much
2,2023,please be stricter about littering
2,2023,clean up the drug dealers on the beach
2,2023,the only thing i didnt like that i didnt like was the $5 for a small chocolate bar at airport
2,2023,nice airport services
2,2023,the roads need to be repaired and the streets are dirty alot of garbage
2,2023,jamaica is in deperate need of a bus system. also garbage collection is poor
2,2023,very happy and friendly people
2,2023,airport arrival immigration needs improvement very slow
2,2023,i enjoyed my stay in st. ann
2,2023,LOVED IT SO MUCH
2,2023,"FOOD WAS OK BUT NOT GREAT, ROOMS NEED TO GET SMELL OUT"
2,2023,THE PEOPLE WERE ALL WONDERFUL
2,2023,LOVED MY VISIT
2,2023,YOUR COUNTRY IS VERY EXPENSIVE TO VISIT
2,2023,clean up trash in ocho rios
2,2023,this survey is to much personal info
2,2023,improving airport and transportation
2,2023,love all of you
2,2023,alot of forms to fill in atthe airport which could have been done on the place
2,2023,more sandwich option at airport
2,2023,"beautiful country, beautiful people road safety needs improvement"
3,2023,We had a great trip.
3,2023,Only honk car horns if someone is driving bad enough to cause an accident.
3,2023,Airport arrivals shocking.
3,2023,Royalton Negril was amazing all the people at the gym were spectacular.
3,2023,Lack of service compared to other destinations. Lots of harassment.
3,2023,Immigration coming in was terrible - 3 hours standing in line. Need more workers for packed lines.
3,2023,10/10 was everything was beautiful.
3,2023,"Waited in line over 2 hours. Coming into the Jamaican airport is a nightmare. Rude employees, long lines, very confusing. Need organization."
3,2023,Need customer service training at the airport. WiFi in the airport.
3,2023,Do something with timing of traffic lights into Ocho Rios -lots of traffic.
3,2023,We love Jamaica. Have been coming since 1986.
3,2023,Customs getting in was dreadful- 2 1/2 hours - they separated families and if you had kids under 13 you waited way way longer - not enough staff. People with no kids or dollars at resort went fast.
3,2023,Staff at airport needs to be rude.
3,2023,The RIU need to do better with the food.
3,2023,The people of Jamaica make Jamaica great.
3,2023,No thanks.
3,2023,Jamaica is a beautiful country with wonderful people. Looking forward to next visit.
3,2023,More atm machines.
3,2023,People in Canada have only heard scary things. The travel advisory should be lifted.
3,2023,Offer things for retired couples.
3,2023,Let the world know that Jamaica is safe.
3,2023,We love Jamaica so much.
3,2023,The government should invest in road construction or fixing.
3,2023,Always enjoy.
3,2023,Don't let boats drive over reefs.
3,2023,Try to make airport security personnel more friendly.
3,2023,Love the look of the updates made to the Mobay terminal.
3,2023,Enjoyed my stay in paradise.
3,2023,I enjoy my visit.
3,2023,Rooms need to be updated. Annie Pretzel should be ready if after 11:30.
3,2023,I had fun.
3,2023,Montego Bay is improving in regard to cleaning up. The workers at the Hyatt were  very friendly.
3,2023,Traffic very bad to Ocho Rios. Airport line was very bad on arrival.
3,2023,I love Jamaica! Will be coming back!
3,2023,Clean roads. Otherwise great.
3,2023,Improve wait time when arriving and going through passport/customs. Well over 2 1/2 hours wait time.
3,2023,I got food poisoning really bad for 3 days.
3,2023,Legalize it!
3,2023,Beautiful resort.
3,2023,"Wonderful trip, beautiful country."
3,2023,Service quality at hotel could be improved.
3,2023,Legalize it.
3,2023,Jamaica is the best 100%
3,2023,Too much garbage laying around. Need to clean up environment.
3,2023,Transportation and roads need drastic improvement.
3,2023,People need to be more courteous. Customer service is poor.
3,2023,Address the underlying issue of crime.
3,2023,"Fix the road around the Junction Portland, the roads are a mess."
3,2023,Lovely stay! Beautiful blue Jamaica. Trash on roadside.
3,2023,Please don't kick mentally disabled persons.
3,2023,The road in Portland needs fixing.
3,2023,Nowhere like Jamaica.
3,2023,Men not respecting boundaries.
3,2023,"Fix the road, no more dust."
3,2023,Roads need fixing.
3,2023,Ras Red for Minister of Kulcha.
3,2023,Jamaica is in a bad state things are too expensive.
3,2023,Roads are really bad. Fix the road.
3,2023,Crime could be less.
3,2023,Jamaica no problem.
3,2023,I think Jamaica is absolutely beautiful. I tell friends back home all the time.
3,2023,Put in better technology. Clean up the roads. Add more incentives for Jmaaicans to recycle. Water bottles of pop plastics fill all the pot holes.
3,2023,Fights always seem to be delayed on our way back.
4,2023,"OCEAN BEAUTIFUL, PEOPLE ARE FRIENDLY"
4,2023,"All staff and ""gentle giant"" at grand rosehall"
4,2023,airport needs chargers for phone
4,2023,clean hotel rooms before noon and stop taking towels unless replacing them immediately
4,2023,service was awful for transport. my wife was cat called repeatedly
4,2023,"reduce pushiness in stores, taxis etc"
4,2023,hiking waterfall was unsafe but beautiful
4,2023,Beautiful Country. people for the most part very friendly
4,2023,"great people, great place"
4,2023,"thank you for the beautiful experience, Jamaica is a gem"
4,2023,lyndon with purpose driven tours is amazing
4,2023,"cleaner at the airport, more polite workers"
4,2023,actual people outside resort were wonderful. resort staff seemed bothered by us.
4,2023,jtl should pick up travellers from hotels with more time to make flights
4,2023,Airport staff were very rude/dissapointing. everyone else was great
4,2023,dont over develop it like dom rep did. too much people ruin it
4,2023,"love the Island, I love jamaica, love the culture"
4,2023,entry through MBJ AIRPORT was awful. congested and confusing
4,2023,make people travelling alone less able to be taken advantage of
4,2023,I loved jamaica
4,2023,we had a great time
4,2023,friendly people working through customs
4,2023,need more local products in airport
4,2023,"resort was slow, better service"
4,2023,"better rooms, shows , restaurants for the price compared to mexico"
4,2023,would like to see more of jamaica off the resort
4,2023,get an atm so we can tip workers. get washing machines
4,2023,airport is much nicer and improved
4,2023,Jesus loves you
4,2023,"one love, no problem"
4,2023,some of the people werent friendly
4,2023,banking and government services are horrible
4,2023,wont be back
4,2023,royalton negril is amazing
4,2023,great experience
4,2023,amazing trip. thank you
4,2023,we asked if it was ok to go out and the answers were no. we went out with a local friend and was all good
4,2023,female staff need to be more friendly
4,2023,more watersport option
4,2023,I was not satisfied with the resort food
4,2023,welcome LGBTQ!
4,2023,CHECK HOTEL AND TOURS. THESE PEOPLE ARE NOT TAKING CARE OF PEOPLE OR THE ANIMALS
4,2023,WORK ON KEEPING GARBAGE OUT OF OCEAN
4,2023,FELT A LITTLE HARASSED BY PEOPLE ASKING FOR TIPS
4,2023,INCOMING IMMIGRATION WAS VERY SLOW AND UNORGANIZED
4,2023,iT TOOK US 2.5 HRS TO GET THROUGH IMMIGRATION WHEN WE ARRIVED
4,2023,ARRIVAL AT AIRPORT WAS THE WORST EXPERIENCE! 3 HRS TO GET THROUGH IMMIGRATION
4,2023,CLEAN THE CORNERS OF WINDOWS IN THE AIRPORT PLEASE!
4,2023,ENJOYED MY BREAK
4,2023,PEOPLE WERE WONDERFUL
4,2023,LOVED THE PEOPLE
4,2023,"WE LOVED OUR VISIT HERE BEAUTIFUL SCENERY, BEACHES EVERYUONE WAS FRIENDLY / HELPFUL"
4,2023,FIX THE MANY POTHOLES ON RETURN MAIN ROADS
4,2023,AIRPLANE AC BROKEN
4,2023,MORE PLACES EXPECTING USD
4,2023,JAMAICA HAS A LACK OF PUBLUC INFO FOR VISITORS TO THE ISLAND AND LACK OF EMPATHY
4,2023,WONDERFUL PLACE
4,2023,MAKE THE AIRPORT AC COOLER
4,2023,"PLEASE MAKE AN EFFORT TO UPDATE THE AIRPORT SIGN, A REALLY NEEDED IMPROVEMENT"
4,2023,products are very expensive
4,2023,Get the potholes fixed! Especially up to holywell/newcastle.
4,2023,please fix up the airport. it look pop dung
5,2023,"Airport staff, customs agents rude."
5,2023,I enjoyed my stay in Jamaica. The only thing I didn't like was we couldn't walk around without getting harassed by men. A lot of women here are mean.
5,2023,All resorts need room service.
5,2023,We've enjoyed each of our visits to Jamaica and all for the separate events available at each location.
5,2023,"There are workers in the airport that are so rude, it ruined my trip since my last impression."
5,2023,Never pay for an attraction through third party.
5,2023,"No, everyone has been very kind and polite. Love Jamaica. Bless up!!"
5,2023,My first time was amazing.
5,2023,Price ceiling at gift shops. Paid $60 for $25 bottle.
5,2023,People working for excursions need to be payed fairly or tourists no longer tip based on costs of attractions.
5,2023,"Seems like a food desert. There needs to be more food options of higher quality including shops and restaurants. Taste of India is good, Margaritaville too."
5,2023,Better customer service better trained staff at hotels and restaurants more courteous.
5,2023,Improve airport speed and air conditioning.
5,2023,Better procedures when passengers arrive at airport.
5,2023,More organization in airport.
5,2023,Jamaica coffee to drink at airport.
5,2023,Stop harassing females at hotel.
5,2023,Hotel was very old and needs to be upgraded.
5,2023,American Airlines pick a better hotel for delays.
5,2023,Lots of rain.
5,2023,Clean up crime.
5,2023,I love Jamaica. This was my 5th time here.
5,2023,Crack down on street crime.
5,2023,I would like to see more of the pothole fill.
5,2023,So much litter in some places.
5,2023,Tips are an expression of gratuity and shouldn't be or feel forced.
5,2023,Cheaper or more convenient transport.
5,2023,Customs and immigration service needs to improve.
5,2023,See you again real soon.
5,2023,Treat people how you would like to be treated.
5,2023,"Clean trash, fix roads. Jamaican citizens shouldn't have to pay for their own attractions."
5,2023,"Fix roads, signs and sights. Capitol hospitality need work."
5,2023,Please do something about the roads.
5,2023,Please fix the road in Portland end or Junction.
5,2023,Attitude of people need to change.
5,2023,Trash on streets. Too many pot holes.
5,2023,Local government needs to take responsibility for their constituency.
5,2023,The roads need to be fixed real bad.
5,2023,"Road in Jamaica need fixing MPs got raise, give visitor good roads."
5,2023,Clean up crimes.
5,2023,"Love Jamaica no matter what!! I also see a lot of improvement, government trying."
5,2023,The roads off the highway needs fixing. Ian Fleming airport needs to open.
5,2023,The streets should be kept cleaner and abandoned areas put to use.
5,2023,Better roads in Portland.
5,2023,I love Ja!
5,2023,"Free access to beaches, Clear up debree from route to beaches."
5,2023,I always have a great time when I visit Jamaica.
5,2023,"The people are friendly, but the island is filthy."
5,2023,It would be great if Uber and Lyft come to Jamaica.
5,2023,"The roads can be better, so expensive."
5,2023,Clean up. So much trash.
5,2023,Need to clean the entire city of Kingston.
5,2023,Airport needs a conveyor belt.
5,2023,The roads are very underdeveloped.
5,2023,Local roads very poor. Jetblue delayed.
5,2023,It was very accessible to those with physical disabilities.
5,2023,Need to go back to being friendly people and build the tourism for the guest.
5,2023,Charge the immigration process to be fair for all.
5,2023,RIU beds were terrible.
5,2023,I have stayed at Sandals five times. This trip was aweful.
5,2023,Beautiful people or country.
5,2023,Too much rubbish laying around.
5,2023,Tell those that work in the airport and shops to be a bit kinder. We love to visit.
5,2023,Good visit. Everyone was very polite and helpful.
5,2023,The crime perception is worse than the reality.
5,2023,Customs coming into country could be more efficient or smooth.
5,2023,Sense of security was highest concern.
5,2023,"It's somewhat better than expected, much more developments."
5,2023,Loved every minute.
5,2023,Lower cost to stay in resort. Resort should provide bus tours.
5,2023,Follow me on IG @lutherexplorer.
5,2023,Do better.
6,2023,I enjoyed my stay for the first 4 night. I had to stay an extra night because of airplane delay.
6,2023,thank you for making my stay here exceptional
6,2023,we loved jamaica
6,2023,"road maintenance, montego bay to negril"
6,2023,more free beaches
6,2023,Thank you for the memories
6,2023,better wifi
6,2023,too many people trying to sell me drugs
6,2023,surrounding landscape from airport going east is very unattractive
6,2023,beautiful people and country
6,2023,too much pressure to buy products
6,2023,I had fun
6,2023,I would visit more often if airport security was faster
6,2023,the lack of flights to us was our biggest concern. our flight was delayed 24 hrs .
6,2023,the wifi at the airport needs to be upgraded
6,2023,"customer service, smile more, be helpful"
6,2023,make immigration process more streamlined
6,2023,great visit! love Jamaica
6,2023,"immigration was awful this trip. got overheated in hallway, need more organization"
6,2023,larger arrival section in airport
6,2023,cleaner sitting area by gate 19
6,2023,improve the roads
6,2023,"such a beautiful island, glad that i got to see it"
6,2023,The entertainement team at riu negril were the best. reason I would return
6,2023,we loved the food! amazing taste. people were very nice
6,2023,have some sort of security to make women feel more safe
6,2023,we had a great trip. ya mon
6,2023,i had a wonderful time
6,2023,"luminious lagoon, best trip ever"
6,2023,ya mon
6,2023,"let people look and buy based on the product, not harrassment. shuttle driver was awful"
6,2023,my entire family will be in jamaica 2023
6,2023,"pretty much just rating the resort, dont feel like i actually experienced jamaica, but thats on me"
6,2023,cleaner airport floors
6,2023,maybe encourage no sales on beach@ resort
6,2023,The people made our vacation easy and relaxing
6,2023,"beautiful country, beautiful people"
6,2023,"beautiful country, love the sea, swimming"
6,2023,beautiful seaside
6,2023,generally hospitality staff were friendly but more could be done to improve service so times can be reduced
6,2023,streets need some more cleaning.
6,2023,"need to smile more and work faster, takes ages for everything"
6,2023,i will be back only for the entertainment at the riu montego bay
6,2023,we loved our vacation & will be back
6,2023,too many hotel employees trying to sell drugs
6,2023,better wifi at holiday inn
6,2023,customs is horrible
6,2023,jamaica was great to us
6,2023,stop being so obviously corrupt as a govt
6,2023,overall good experience other than safety for 2 females
6,2023,would like more places to hangout at night that is safe
6,2023,offer more airport from kingston to mobay or reliable ground transportation
6,2023,get those window wipers off the streets
6,2023,always room to improve
6,2023,locals are not being treated well overall and everyone sees it
6,2023,no real good jobs for the youngsters
6,2023,feeling unsafe
6,2023,As a jamaican born living overseas my biggest deterant visiting was safety and crime
6,2023,fix up the roads and clean/fix attractions
6,2023,"restaurant hospitality and improvement, but overall good experience"
6,2023,The fast food service needs to be improved.
6,2023,driver/trips were over priced
6,2023,some things overpriced
6,2023,"we made the best of things, but for the cost per night our expectations were not met"
6,2023,had the best time and cannot wait to come back
6,2023,culture food like an entire fish w/head on should be offered to eat
6,2023,"beautiful place, beautiful people just need to lower crime rate"
6,2023,hotels should just be jamaican and serve real jamaican food. this is jamaica
7,2023,"Not a tourist as such but did visit Devon House (icecream could be smaller), Bob Marley Beach, Cane Piece Falls excellent."
7,2023,Coach drivers eratic.
7,2023,Message me on Instagram @N.Brown02. I'm doing a spoken word piece on my experience here.
7,2023,Not everyone should open a shop licensed for that.
7,2023,Better treatment of tourist must be improved.
7,2023,With better customer service you will get more tourist.
7,2023,Perhaps less mosquitos or air conditioning in restaurants.
7,2023,Jamaica is awesome but much work needs to be done especially on our local roads.
7,2023,Fix pot holes.
7,2023,Fix the road.
7,2023,Sorry to see Ski Jets rental close.
7,2023,Nicest people ever met.
7,2023,Love the people and place.
7,2023,Please revise the entire survey to make it more current and relevant. Survey design is amateur. Please revise and revamp.
7,2023,"We had a wonderful time, will visit again!"
7,2023,"Fix the roads!! Fence in cows, goats from entering the road."
7,2023,The airport needs to sell best selling books in one of its shops.
7,2023,More charging stations at the airport.
7,2023,We loved it here. Could not be more satisfied.
7,2023,Make this survey digital.
7,2023,No problem mon!
7,2023,"Upgrade. Sea Garden is beautiful. Love the private beach, but can be upgraded."
7,2023,Hotels need real upgrades. Entertainment at hotel be of the culture and not American.
7,2023,I loved my vacation.
7,2023,Resort was great. Roads terrible.
7,2023,None we enjoyed.
7,2023,Beautiful country!
7,2023,Enjoyed our stay; expected more hospitality or friendliness.
7,2023,Recent increase in safety concerns people were not as friendly as I previously remembered.
7,2023,So so beautiful here!!! I could live here.
7,2023,I loved my vacation!
7,2023,"Please train current staff in manners, it is very disappointing, they truly don't like working here. I witnessed airport staff curse at people to move out of the way. I also saw one curse another for not taking a paper."
7,2023,The butlers took all the chairs on the beach even if they didn't need them.
7,2023,Need to purchase the JA White. None at the airport why? Several bottles at the supermarket yet none at the duty free shops.
7,2023,"More information on transportation, taxis etc."
7,2023,Yeah mon!
7,2023,Regulated taxis with meters would be good as price quoted.
7,2023,Beautiful! Put Mr Bolt on the currency.
7,2023,Work on actively listening and hospitality of facilities issues of upgrade not downgrade.
7,2023,"Beautiful, thank you."
7,2023,"Beautiful landscape, beautiful scenery, unhospitable people."
7,2023,Lots of improvement needed on customer service.
7,2023,Less made in China merchandise and want made in Jamaica.
7,2023,Direct flight from Kansas City.
7,2023,Wi-Fi options for visitors.
7,2023,Security. Flight check in process - more fans@ Cleaner bathrooms.
7,2023,"Speed up checkin, departures, security - add lines."
7,2023,Jamaican Tours was not a good experience. Please review their guidelines.
7,2023,Airport is a nightmare. Customs is a chaos.
7,2023,Communication with activities.
7,2023,More water mon.
7,2023,Sunwing needs to fix check in and be nicer.
7,2023,Airport needs improved.
7,2023,Arriving to airport was unsettling. Wasn't sure where to go.
7,2023,Too much debris and protest near Negril re water access. Just work on grounds keeping roadways and trash collection.
7,2023,Too long a survey.
7,2023,Jamaica was amazing. The hospitality was the best!!!
7,2023,I wish it did not seem like we were a bother when vacationing here.
7,2023,There is trash everywhere. At home we have court appointed work for small criminal offenses and that includes trash pick up teams.
7,2023,Alot of garbage in streets and visible on roads to and from hotel. Some visitors may be put off.
7,2023,Sandals should allow tipping maybe the staff would be happier.
7,2023,It was awesome.
7,2023,We have a wonderful time. An I very enjoy they hotel.
7,2023,Make buffet hours longer.
7,2023,Sorrell Dream Getaways booked my trip. Please recommend.
7,2023,The crime rate is too high.
7,2023,More jobs for the young. We make more money abroad.
7,2023,Hotel should allow customer to cancel package.
7,2023,Can't wait to return.
7,2023,More power outlets are needed in the airport.
7,2023,Road safety needs improvement.
7,2023,"Lost glass on Jetblue, I was bumped off the flight yesterday without accommodation. I am not booking flight with Jetblue again."
7,2023,Beautiful place to visit. Would definitely recommend it.
7,2023,I strongly encourage investment in infrastructure. Food prices are outrageous. Beautiful country but needs better governance.
7,2023,People beg too much (young persons).
7,2023,The crime is a concern.
7,2023,Information desk in airport.
7,2023,Mammee Bay airbnb - the place needs fixing. The airport staff could be nicer.
7,2023,Jamaica the beautiful best country.
7,2023,Work on the crime and roads driving to Westmoreland.
7,2023,Kingston airport has no locks and only two stall areas in the ride section.
7,2023,"Customer service needs to be improved within malls or stoves or Digicel or Flow, restaurants etc."
7,2023,"Please make efforts to keep Jamaica clean and free of trash, also makes real Jamaicans get opportunities to benefit from tourism as much as possible not just big companies."
7,2023,Please train immigration officers to be more professional especially when dealing with first time visitors.
7,2023,Customer service workers needs to be better trained to be more if not warm and friendly here.
7,2023,The crime rate is too high. Use the soldiers to take down the crime.
7,2023,Jamaica is a great country and to have enjoyed all visits.
7,2023,Love it. Airport lounge could use more renovation. Burger King too slow. More signage on the road.
7,2023,Sanitation of public washrooms and keeping them stocked. Customer service - friendlier staff.
7,2023,"Country has deteriorated, people seemed stressed due to the economy, lack of jobs, leading to crime."
7,2023,"I wish the immigration officers of Jamaica, would be more courteous and pleasant."
8,2023,MORE ATMS AT RESORTS AND DUNNS RIVER
8,2023,NEED MORE ATMS
8,2023,POUR MORE INTO COUNTRY
8,2023,MAKE THIS SURVEY DIGITAL
8,2023,HORSES AT WATER ATTRACTIONS ARE UNDERFED
8,2023,AIRPORTS SHOULD BE MORE UPDATED.
8,2023,LIGHT SKINNED WOMEN ARE NOT YOUR ENEMY!!
8,2023,"FELT AT HOME, GREAT TIME"
8,2023,THE AIRPORT RESTAURANT NOT IN SERVICE
8,2023,STAFF AT ALL HOTELS AND RESTAURANTS SHOULD BE ALLOWED TO TAKE HOME FOOD AT END OF NIGHT. TOO MUCH FOOD WASTE
8,2023,MORE ACCESSABILITY FOR HANDICAPPED
8,2023,"NEEDS TO REMEDY GARBAGE ISSUES, MORE BEACHES (FREE AND PAID), MORE INEXPENSIVE FUN"
8,2023,NICE PLACE TO VISIT
8,2023,FELT SAFE AND HAD A WONDERFUL TIME IN TOWN. TOOK LOCAL ROUTE TAXI
8,2023,NICE BEACH
8,2023,WE HAD AGREAT TIME AND THOROUGHLY ENJOYED OUR TRIP
8,2023,TOUR OPERATORS SHOULD BE BETTER OR EASILY IDENTIED BY TOURIST
8,2023,SHOULD BE BETTER WAY FOR TOURISTS TO IDENTIIFY CERTIFIED TOUR OPERATORS TO AVOID BEING SCAMMED LIKE I WAS
8,2023,FRIENDLY AND ACCOMODATING
8,2023,JAMAICA OWES ME NOTHING!
8,2023,"INLAND RODS NEED SERIOUS ATTENTION, DEPLORABLE STATE ALL OVER THE COUNTRY"
8,2023,I THINK/RECOMMEND THAT THE JTB HELPS TO CLEAN UP THE STREETS
8,2023,OUR GOVT DONT CARE ABOUT OUR PEOPLE
8,2023,IRIE MON
8,2023,FIX COUNTRY SIDE ROADS PLEASE!
8,2023,FIX COUNTRY SIDE ROADS
8,2023,FIX THE ROADS
8,2023,STOP TAKING AWAY PEOPLES SEASONING FOR YOUR OWN USE. SHE TOOK THE 4OZ SEASONING BUT LEFT THE 5 LBS OF PIMENTO IN MY BAG
8,2023,MORE IMMIGRATION OFFICERS ARE NEEDED AT THE KINGSTON AIRPORT
8,2023,PAST EXPERIENCES AT MONTEGO BAY AIRPORT KEPT ME AWAY. THANK GOODNESS FOR KINGSTON!
8,2023,EVERYTHING EXCELLENT
8,2023,LIFE MORE EXPENSIVE THAN IN FRANCE
8,2023,TAXI DRIVERS ARE NASTY ON THE ROAD. NEED VISIBLKE ROAD SIGNS
8,2023,"NEED BETTER CUSTOMER SERVICES, VERY RUDE WITH LOTS OF ATTITUDE"
8,2023,WE ARE IN THE 21ST CENTURY. THE AIRPORT NEEDS AIR CONDITION
8,2023,CAN YOU PLEASE FIX THE POT HOLES MY ONLY PROBLEM
8,2023,VERY NICE PEOPLE AND CULTURE
8,2023,invest in the people and can most definately have a better country
8,2023,I DONT THINK JAMAICAN WOMEN LIKE AMERICAN WOMEN
8,2023,"AT THE RESORT, SHOULDNT BE ASKED WHERE YOU GOING AND WHY"
8,2023,CLEANER RESTROOMS AND PUBLIC SPACES
8,2023,VERY GOOD
8,2023,CLEANER RESTROOM ALL OVER AND MORE HANDICAP ASSCESSIBLE
8,2023,LESS HARRASSMENT FROM DRIVERS & LUGGAGE CARRUERS ABOUT TIPPING
8,2023,"MAN TAKING BAGS FROM INTO AIRPORT WAS EXTREMELY RUDE, YELLED AND SCREAMED OVER $1"
8,2023,KFC IN THE AIRPORT
8,2023,"AIRPORT NEED REMODEL, NOT CLEAN"
8,2023,QUICKER CUSTOMS
8,2023,"AMAZING TIME, LOVE THE PEOPLE"
8,2023,WE HAD A VERY GOOD TIME
8,2023,I LOVE JAMAICA WITH ALL MY HEART. 1 LOVE
8,2023,MORE TOURIST SHOPS OWNED BY LOCALS AT THE RESORT OR CLOSE TO RESORTS. ALSO MORE JAMAICAN FOOD AT THE RESORT LIKE BEEF PATTIES
8,2023,THAT HOLIDAY INN NEEDS TO REVAMP. HELP WAS AMAZING BUT FACILITIES LACKING
8,2023,"NEED AIRPORT AT OCHO RIOS, IT WOULD BE HELPFUL"
8,2023,IMPROVE SIGNS AT DUNNS RIVER FALLS
8,2023,MORE FOOD DELIVERY OPTIONS IN MONTEGO BAY
8,2023,JUST BECAUSE I AM AN AMERICAN DOES NOT MEAN I AM A TOURIST. THANKS
8,2023,SPEAKING TO VISITORS IN A BETTER MANNER (TSA)
8,2023,APPRECIATE THE ENVIRONMENTAL CARE WITH LESS PLASTIC. NEED MORE CARE REGARDING LITTER
8,2023,AIRPORT ARRIVAL TOO SLOW
8,2023,ITS TOO HOT IN THE AIRPORT
9,2023,Staff can be more helpful.
9,2023,Beautiful country with good people.
9,2023,Just the cost of living very high and driving on the road seems extremely risky.
9,2023,Customer service is poor.
9,2023,Higher pay for Jamaican workers and less weed sales on family beaches.
9,2023,Thank Jamaica.
9,2023,Was a great vacation - birthday.
9,2023,Customer care at the airport so your staff needs to be trained on providing high end of services.
9,2023,Custom officers are rude. Lack customer service training.
9,2023,Visa to Jamaica.
9,2023,Make paper copies of C5 entry form available on arrival.
9,2023,Bathrooms at airport clean and great. Needed other attractions.
9,2023,One of us has been here 8 times. One of us over 20 times.
9,2023,"You don't need to know my income, that's too personal."
9,2023,Taxi driver running me off the road.
9,2023,"Incoming customs, could be more organized. I love Jamaica!"
9,2023,The customer service is lacking a lot of hustlers. I don't like being  approached all day.
9,2023,Incoming customs is not organized.
9,2023,The island is beautiful.
9,2023,Have a tour through the main city for shopping.
9,2023,Thank you all for welcoming us!
9,2023,Update beaches resort.
9,2023,Thoroughly enjoyed this holiday - will recommend to everyone.
9,2023,Taxi driver Mr. Carlton was awesome.
9,2023,"Driving by taxi drivers, very aggressive sometimes not safe."
9,2023,Prices here are extremely high.
9,2023,Some of the roads in Western St. Mary are in a deplorable condition.
9,2023,Love Jamaica one love.
9,2023,Thank you very much for having us. Best holiday yet.
9,2023,Wonderful time. Harassment was significant at times.
9,2023,"Hotel facility, public Wi-fi to improve."
9,2023,Please ensure WiFi at airport and hotel vey hotel bad.
9,2023,Highway quality - re surface.
